-71.195	26.9717	46	148.864
-71.0817	27.0367	55	148.627
-73.7667	27.4167	47	160.122
-73.815	27.355	47	160.193
-73.8183	27.3617	46	160.225
-73.8283	27.4433	41	160.477
-73.825	27.3683	41	160.273
-73.8217	27.3667	38	160.254
-73.82	27.37	53	160.254
-73.82	27.39	41	160.309
-73.8267	27.3967	39	160.36
-73.825	27.4017	53	160.364
-73.8217	27.4083	37	160.365
-73.8117	27.415	55	160.333
-73.815	27.4183	47	160.357
-73.8217	27.4233	59	160.401
-73.8283	27.4433	41	160.477
-73.8267	27.455	44	160.493
-73.82	27.4567	46	160.464
-73.8017	27.4567	44	160.377
-73.7967	27.465	59	160.37
-73.7867	27.4667	59	160.326
-73.77	27.48	54	160.281
-73.7617	27.4883	41	160.266
-73.7517	27.495	45	160.238
-74.7	27.9333	49	166.67
-74.8167	27.865	47	167.201
-74.8083	27.8617	50	167.138
-74.7983	27.8617	49	167.071
-74.7883	27.875	50	167.028
-74.785	27.885	50	167.026
-74.7817	27.8933	45	167.024
-74.7817	27.905	43	167.051
-74.775	27.915	54	167.041
-74.76	27.93	49	166.993
-74.75	27.93	53	166.936
-74.7433	27.9333	50	166.906
-74.7083	27.915	49	166.664
-74.7017	27.9133	46	166.624
-74.7083	27.92	53	166.678
-74.7067	27.9217	48	166.674
-74.6633	27.9667	53	166.552
-74.6467	27.9817	42	166.5
-74.6417	27.985	45	166.481
-10.2733	33.825	89	179.086
-14.0467	30.1433	87	164.12
-11.6067	31.0983	79	174.839
-11.3617	30.8583	63	177.093
-11.2467	30.7267	93	178.348
-46.0817	22.755	180	7.09938
-15.18	26.845	59	174.235
-23.7433	22.3917	46	135.27
-24.7533	22.3867	41	122.811
-24.745	22.3933	46	122.92
-24.7233	22.42	45	123.226
-24.7217	22.4333	50	123.313
